Name_Service,Name_Maschine,AbsatzmengeFaktor,PersonalkostenFaktor,EnergiekostenFaktor,ReparaturkostenProStueckFaktor,MaterialkostenFaktor,WartungskostenFaktor,AbsatzpreisFaktor
Service 9062,Maschine 9853,1.123570899964677,0.7561502417357919,0.9887917281234329,1.0119191489265111,1.0044170923714149,1.0008217712711591,0.9883790523467008
Service 55,Maschine 8620,1.1735812228196385,0.7260456130839078,1.013520218263047,1.0028404450754522,1.0291308640990278,1.02131499980549,1.0059207127699008
Service 7684,Maschine 6049,1.052597021177792,0.9973427958684994,0.9956693417571102,1.02757335923043,1.0079270691501983,1.0144489622222508,0.9918124365012206
Service 351,Maschine 5591,1.153878759212162,0.7262587389184673,0.9885897548715289,0.9897070101847321,0.9929040106045569,1.0081725894977973,1.006974318002255
Service 734,Maschine 2606,1.1127090956024466,0.8578914649111116,0.9529560457868874,1.0223742922472916,0.999262806178757,1.004292711454151,0.9935808395996593
Service 6862,Maschine 6959,1.164616763792201,0.9613913567017781,0.9696878650935732,0.987962364427055,0.9949394751763936,1.0334492881365618,1.0055094390339276
Service 8567,Maschine 7181,1.4890307320790963,0.8207227848698393,1.001879051280758,0.9807926279440498,1.012845233171633,1.0217650820056876,0.9864723789028855
Service 5732,Maschine 9025,1.19512743314142,1.0431205103234642,1.0113844883384886,0.9833015268805533,0.9870735641670775,1.029460478130191,0.9800295531059567
Service 1889,Maschine 1396,1.0331266444674754,0.930958859175195,1.0257985020731804,0.9657219359663367,0.9972046574178045,1.0097510575504474,0.9604862775918491
Service 6951,Maschine 7274,1.051433718383395,0.7793840766341026,0.9780908586592018,0.9862559090182493,1.0184857482263492,0.9680899569931601,0.9932852571441102
Service 5982,Maschine 7675,1.127943865058612,1.0207284595914192,1.0284850492480135,0.9866471002491234,1.0013353512931336,0.9750994981168996,0.9997728161311263
Service 9271,Maschine 97,1.2846760491272107,0.713381042638275,0.9839612029070675,1.023457933515414,0.9872053491159241,1.0053943318617264,1.014215450384165
Service 7145,Maschine 8048,1.1539626870465771,0.866900521806562,1.0065325298952348,1.033235323244577,0.9951883258783554,1.0181287221572721,1.0247842378127832
Service 4474,Maschine 4569,1.3325734368701914,0.7814477271844276,0.9890340891023113,1.0223377192358933,0.9916743260404818,0.9655485203985515,1.0081042130724065
Service 6279,Maschine 5611,1.2679417976963714,1.015908807219483,1.0189317428708147,0.974765790227197,1.0382468724307425,0.9881669200198331,0.9951584539662435
Service 9288,Maschine 3149,1.1476254466725497,0.9439932744378381,0.9814475141743855,0.99415085235764,0.9858823139178994,1.0236565873067145,1.009538871333804
Service 5053,Maschine 2133,1.2256741262606565,0.8226497712782334,1.0508561436559043,1.0085799157153763,1.0099100529999743,0.9971917508657128,1.0004298227059445
Service 4952,Maschine 6790,1.3314226751686151,0.834739950596139,0.992976699000641,0.9793277417823707,0.9969292985867123,0.9929029009366633,0.9894377175068516
Service 2937,Maschine 8326,1.1221461156161399,0.8574647081431404,0.9968997424828389,1.0069642144213504,1.009554326246595,0.9880196948386305,1.0158436233636863
Service 4292,Maschine 8362,1.1794834321113437,0.6943431046704205,0.9893017345623869,1.007260737002673,1.0171310415627597,1.0071015399398313,1.0173241591774314
Service 7512,Maschine 6304,1.3525502934975928,0.8502790147283061,0.9704095575948275,1.01199020801773,1.0111904904064604,1.0153939063094237,0.9840161426984635
Service 7714,Maschine 2673,1.2405186994487118,0.822601613951064,0.9828669316447899,0.9932483683058481,1.0308648889144272,1.027387311271614,0.9774931382479056
Service 4886,Maschine 7698,1.2184426451941825,1.1245505738037038,0.968039160438571,1.0239058666879597,0.9660780957412629,0.9790574449116827,1.0153356477146218
Service 6086,Maschine 1478,1.1281801071052384,0.6184702558901342,0.9840521010392046,0.98052698774312,1.0110557579767236,0.9987099178424276,0.9983693979494769
Service 3997,Maschine 9490,1.048259224937419,0.8678308511802706,1.0100378534629126,0.9795105549134525,0.9840891065068952,0.9926640505709357,0.9885728220116646
Service 3007,Maschine 4416,1.0494443084991565,0.8712975458251883,1.0382336577665199,1.017042314572702,1.0119130737264836,1.0272093584578164,0.9994311146776961
Service 3495,Maschine 1364,1.3781672572675467,0.9012660644464873,0.9847438257447545,1.0244393684616784,1.0204780966081686,0.9827521962498346,1.0124178714520549
Service 1803,Maschine 8629,1.21134538414277,0.9131990764096461,0.9940468561080308,1.00248628228851,0.9608228511549382,1.0026646623411553,0.9637290341717831
Service 2981,Maschine 8167,1.1718757849718215,0.7711080219346184,1.028034133427663,0.9930104860223938,0.9981040724876998,0.9832249914708546,0.9691902114310039
Service 850,Maschine 7282,1.3690230541036847,0.849102756469344,0.9970886097252143,0.9652922372250957,0.9716977099629109,1.0282486603946863,1.033147865413436
Service 1019,Maschine 8883,0.9511963875337044,0.8559859583290057,1.0017573985974026,1.0058035467138948,0.9930224989186398,1.0202320691741822,0.9976206247748125
Service 9065,Maschine 7327,0.9364120816404757,0.9109442783325449,1.0059283835754307,1.0035029134270965,0.9799728008589738,1.0343779116626732,1.0010486265412577
Service 6452,Maschine 7665,1.3181562530190165,0.9248930377027518,1.0066729881116392,0.9749305411570939,1.0083509039712146,1.0054462894682714,0.9634212726427535
Service 2465,Maschine 9989,1.1703709031980236,0.8607352574960474,1.036158172845839,1.0191782747705902,0.9788161031586445,1.012874783947207,1.0139413515006106
Service 5641,Maschine 3308,1.315056880138413,0.871853356528475,1.0060525636098698,0.9976090879757133,1.001504981890696,0.9691985740933461,0.9759828312131122
Service 8336,Maschine 338,1.1865625386576806,0.8941821191641836,1.0013529258806364,0.9955138491478649,1.0586485452906036,1.0017648204463947,1.0184481317881988
Service 3637,Maschine 9672,1.1135904497035543,0.8057590882709549,1.0109857758982952,0.9770190267150921,1.0069029516356027,1.0124796448544533,1.0084056421332195
Service 2231,Maschine 1122,1.2458114177663724,0.9647866634470588,1.0294449035882425,1.0095657453360969,1.0389058050630529,1.020187597855226,1.0059314795331606
Service 7567,Maschine 8575,1.2814170933493179,0.835087815568831,1.0186614762072497,0.9885920268320061,0.9993713280300146,1.003165605217391,0.9953746938319901
Service 5548,Maschine 6523,1.1693147094028606,0.8906054146107761,1.013001889985826,1.0302796918426715,0.9900335435030378,0.9947209971565814,1.0223383948421798
Service 5510,Maschine 7679,1.3030682628318189,0.7163163130585298,1.008255095025121,1.0036414490172065,0.9885566580132424,1.008724387683334,1.0315474153996513
Service 339,Maschine 6398,1.1267771249745215,0.8825655611733937,0.981750501167512,0.9920376896648035,1.0181578666422968,0.9873445553304502,0.9813504999123192
Service 8257,Maschine 3861,1.0974748416169806,1.0595200428156504,0.9709524883530367,1.0326651519269208,1.020845343200322,0.9951237766036537,0.9770289395008
Service 4783,Maschine 121,1.2928684110408368,0.93785691103245,1.0101582448206157,1.0036729954411487,0.9891994885971588,1.0041312070143629,0.9775584127003158
Service 9060,Maschine 8036,1.2643793352204649,0.849673877489213,1.0071605717941667,1.0124970403622324,1.0168304156339827,0.9908373507260979,1.0253242758671146
Service 6253,Maschine 2974,1.0939242237600026,0.9422325654082111,1.006970834035693,1.0172727070527412,0.9565141033525741,0.9994450676624492,0.993118657926234
Service 7224,Maschine 7126,1.2303850781950258,0.9168666238339771,0.965224948235315,0.9899033318950119,1.016334874558103,1.0071720103427477,0.9779232700433084
Service 2184,Maschine 5629,1.0079419717240239,0.8846536988314102,1.0323625096496634,1.0251514396373218,1.0104914210695555,0.9850397344242589,1.0009086881231612
Service 6078,Maschine 7743,1.2207166843015012,0.7020572136904455,0.9972976461817525,1.0248074347271703,0.996962118771571,1.0114396033138626,0.9653271319018061
Service 8108,Maschine 3015,1.0941319203115363,0.8878845020968336,1.0244886944124527,1.0223357036250116,0.9828265306900208,0.9878563314439623,0.9775809044374955
Service 3250,Maschine 5332,1.1405117892822505,0.7344279367158175,1.0301717133031512,0.992919216403717,0.9730026913324896,0.9837062675958758,1.0263868800250102
Service 4734,Maschine 9060,1.2347061752343282,1.0043618403238657,0.9933302781372673,0.9896087272416468,1.0137602622781836,0.9984090422908638,0.9950138087651297
Service 7426,Maschine 4917,1.2352045936596088,0.7148133103555974,0.9523154611253754,0.990657017043807,0.9545017846676687,0.9405138409384983,1.0192674574461507
Service 7810,Maschine 4605,1.055672675625622,0.960894673956687,1.0212231199933204,0.9778488323889083,1.0283468827393436,0.9987699609151383,1.0014583611702326
Service 8679,Maschine 3429,1.1381939759272865,0.9034008672967291,1.0175508829917133,1.0110143929683824,0.9681041222032312,1.0045430486698543,1.0136972779652118
Service 6026,Maschine 2406,1.2095735398722591,0.9653074466384349,0.9846104654068701,0.9776779857781001,1.0268884444029158,0.9889552538930839,0.9818501966634201
Service 4814,Maschine 2955,1.1821740337973585,0.8414123611192382,0.9840434690245429,0.9767439401270428,0.9957136079889892,1.0007420213877414,1.0047034476653318
Service 7822,Maschine 6737,1.1282759078786355,0.7956555029373591,1.0131973922785273,0.9927784367749087,0.9716805520307237,1.0315378884154354,0.964930804586694
Service 69,Maschine 9038,1.270690669386261,0.8755253496441077,1.0196213486317878,0.993908939796101,0.988101141738247,1.0383135242484713,0.9999048731554
Service 5575,Maschine 2726,1.2209662930078111,1.0049001289953914,1.0129849669557103,1.0370067907257003,0.9992826785625193,1.0093712777466353,1.0128517035206337
Service 5739,Maschine 3293,1.1827366433177233,0.9527804193852454,0.9509889343868877,1.0437869260519799,1.0250570824148142,0.9814564722843592,0.9790864885696113
Service 2825,Maschine 3969,1.224587851115977,0.7749733526984818,0.9818214883112343,0.9946607872641272,1.0316906053515182,1.003501016760873,1.0046061148129777
Service 7190,Maschine 2964,1.2014046846962774,0.840834702995072,0.9729079863905665,1.0026580514750505,1.0379196124013261,1.0268295285880833,0.9962740092313893
Service 8798,Maschine 5820,1.1712860073316016,0.8196010882166045,0.9908979578550241,1.0031288981472628,1.0155211278314287,0.967469627566441,0.9837655570538332
Service 7974,Maschine 3756,1.0720984794105302,0.9169927972674257,0.9685198269695856,0.9889360603209661,1.0280351733847104,1.0072767769454478,0.9939015510031715
Service 3849,Maschine 5855,1.349546897947079,0.8692214927768919,1.0463489797375214,0.9945998242617239,0.9798506981498529,0.9877114897659046,1.0342982101172684
Service 1235,Maschine 4463,1.1003521742467843,1.0508655506612226,0.997883616282327,0.9892198503247257,1.0043440440770262,0.9807481830778447,1.0156210578611624
Service 8583,Maschine 3867,1.3071382263330034,1.0025349768605005,0.9881075596128771,1.0037477440387625,0.9722023851075113,0.9783920847052477,0.9899770159446231
Service 970,Maschine 1615,1.2642822336805373,0.9861507540408367,1.0139507958567742,0.996420980894188,1.0099594270267382,0.9756933737623829,0.9741263052505102
Service 2902,Maschine 9673,1.3163661996081215,0.9456657455679198,1.018163664926425,1.0164195561536695,1.0026712927817438,1.0100377704081123,0.9786599405435715
Service 5180,Maschine 3563,1.1715238658728557,0.9238630061831693,0.9854448703649765,1.0260977835323384,1.0269450698372038,0.9948195672533272,1.0209275002168208
Service 7242,Maschine 1240,1.266658205960151,0.9873829112042168,1.008490782358648,0.9891880636337071,0.9846869598110791,0.9911192013681915,1.0343009278412008
Service 3855,Maschine 6288,1.012246716659149,0.892371428287756,0.9632529014589456,0.9595793293060488,1.0060849640770195,0.9923427418410654,1.0079166223437412
Service 8245,Maschine 9821,1.1569835570827163,0.9124340479514423,1.0122469241965202,1.0020403030150888,1.029212960816789,1.046537356712987,0.9886319606888962
Service 9303,Maschine 5016,1.0051295923999517,0.8823923450686308,1.0060245731355772,1.0075619824489987,0.9801628783555036,0.9954549095001444,0.9875642962857782
Service 9423,Maschine 538,1.2799644555797849,1.0207162060387123,1.0075310314359518,0.9984072956064113,1.024562757771004,0.9904069017357884,0.999841190334008
Service 1712,Maschine 3185,1.3006541045465883,0.8545441115012521,1.023090736172056,1.0350505272833312,0.9943898208866014,1.0099272911318233,1.0254385875548133
Service 8481,Maschine 4518,1.2686153609901263,0.9602776626609287,1.0290137177954148,1.011003437516593,0.9890085056324884,1.001176487280167,1.0133046738481104
Service 7356,Maschine 9835,1.0072331057181128,0.7617847742357985,0.9986834329294959,0.9926032269051778,1.0249831281433692,1.0057168700056516,0.9998793792224733
Service 28,Maschine 5706,1.178295777654088,0.9332200084533766,1.029883100606151,1.0397499844360645,1.012217147887242,1.003231515955213,1.0094518648126796
Service 5675,Maschine 845,1.0691860241027653,0.7642717379118089,0.9878566929780195,1.0436700742396583,0.9804564386809299,1.0101075395260686,1.0097051577634457
Service 9852,Maschine 4600,1.2748526244499987,0.8012599694933658,0.9815098110082142,0.9807585951816867,0.9748125444272718,1.000949170746912,0.9888500447986232
Service 4655,Maschine 3212,1.2401988007681306,1.0944146644018098,1.009428636645545,1.0244270774889526,0.998459864072997,1.0033360934371496,0.9788097798610808
Service 4363,Maschine 8353,1.0909034383558747,0.8629196339701551,0.9960675380723043,1.0029429773622638,1.0205358514514178,1.0010505862261831,0.9829737318262071
Service 8935,Maschine 1532,1.2230973391700237,1.0241690278917226,0.9971673452251086,0.994727748322108,1.005440050146322,0.9972175718784068,1.0106577992642094
Service 5602,Maschine 4766,1.133774481074518,0.9452970561925961,1.005775653328847,1.0332759631091089,1.0016629394043806,1.019537192594376,0.9935797926956947
Service 963,Maschine 419,1.2063832920647046,0.8106530969881445,1.0339766844822336,1.0155337310479469,1.0254625999674944,1.0172937938292501,0.96244058057507
Service 4843,Maschine 6453,1.338635645128828,0.935293644570749,1.0202222062686503,0.99230385406815,1.0264996924432133,1.0259458702749598,0.9779497871758056
Service 6135,Maschine 8729,1.134106293497122,0.7649697147602746,1.012261022773203,1.0075250409034702,0.9697714394407729,0.9445367975755203,0.9848078902690031
Service 1826,Maschine 8887,1.2416755667955073,0.841490226207093,0.9972320047987094,0.9795599488945179,0.9754456584559352,0.9887879000499096,0.9909335533125532
Service 8924,Maschine 7375,1.3437810030018538,0.7867831129560316,0.9784025974398354,1.0230648873472858,0.9796697330507048,1.015420683101956,0.9811778881912121
Service 3777,Maschine 2516,1.2318937291671985,0.8962240044403587,0.9879588763698935,1.0182610114798583,0.9882817540678176,0.9751050773154348,1.0034654169958102
Service 1797,Maschine 89,1.4394704187113754,0.8303426856184492,0.9999840648224347,0.969250303701668,1.0316288055059317,0.9875054615191363,0.9597502082819295
Service 9108,Maschine 4510,1.137506218983997,1.0050764314139937,0.9899399685444701,1.01420493464248,1.0056185110374742,1.0258463183840238,1.0183722234952683
Service 6209,Maschine 3065,0.8744862181428603,0.8282570462650864,1.0150435860619897,1.0196210457843,0.980523784154187,1.0292995792065156,0.9527411060759087
Service 4989,Maschine 6571,1.0711453329836895,0.8322314190952966,0.9864896048120733,1.008951160777063,1.030919440522434,1.0172558292336003,1.008540130294093
Service 3730,Maschine 572,1.2298439833334947,0.6023712425681613,0.982971562992158,0.9509240930304399,1.0024939629177674,0.9943902477940008,0.9961004865894758
Service 9624,Maschine 1296,1.3329335858980869,0.7269664378356717,1.024442417156845,0.9901916293543255,0.9627742373211804,1.0198702177607857,1.0108403405650424
Service 6088,Maschine 6855,1.2216802459044422,0.9260656690577675,0.9869610086275842,0.9810379373641235,1.0012659112648443,0.9964234123980076,1.0037863084035545
Service 1727,Maschine 470,1.175245131042566,0.8295883681691765,0.9681428142668635,0.9745459868093745,1.0352449869663374,0.9970862387070498,0.9754973190683589
Service 779,Maschine 4487,1.3191241747159705,0.8450135391408181,0.9749805885842077,0.9794481454794034,0.9914335604848105,1.0068966198644937,0.9900300216208152
Service 8161,Maschine 9863,1.0604512501537513,0.9943601316351579,0.9988605839570819,0.9908850807978294,1.0361382595332664,1.007286310383218,1.0406545356981314
Service 8766,Maschine 4607,1.304041908969257,1.1011789052917547,0.9973431748312035,0.9779902807595143,1.0100695278935383,1.0291094132706333,0.9982449818485699
Service 9282,Maschine 4179,1.279530391185976,0.9671084463273399,1.0023847764428382,1.0073461318943575,1.0078219999609703,1.0021375497342113,1.0086504159390677
Service 2283,Maschine 9059,1.3438130686530083,0.8334703121931194,0.9589476205672949,1.0383541537361483,1.0252096397624746,0.991743268943917,1.0357868473199157
Service 3783,Maschine 618,1.3401154708553396,0.849797355006918,1.010631458484726,0.9981884632193629,1.0087687527330287,0.9637857961850406,1.0523019834463558
Service 3629,Maschine 9747,1.232108940628615,0.8967510208976465,0.9954090192484497,1.0115146875555339,1.022571713027964,1.0164146417912814,0.9728034689270999
Service 3723,Maschine 9837,1.1259401758991427,1.082041526606208,1.0323740553003036,0.9999501408098757,0.9842777919108898,1.0172979250805538,1.0111941566677047
Service 7178,Maschine 8773,1.216347184594891,0.679411510804077,0.9947262004125172,0.9980414713632977,0.9805208316713231,0.9973783426935146,1.020310108957984
Service 3074,Maschine 8331,1.2030240493548299,0.8575272875674262,0.9986846367686038,1.0451974533926858,0.9842023303388343,0.9794133558899097,0.9805427147244216
Service 4197,Maschine 2209,1.1186173008522957,0.7732006993328889,1.0018778175058727,0.9757371760180764,0.9973273195396816,1.0006079210845216,0.9693096402019002
Service 1606,Maschine 5932,1.1325458768910421,1.0104783387017326,0.9938274476779787,1.0035261391457804,0.9864131548826667,1.0000911954790448,0.9946482216253663
Service 8574,Maschine 7411,1.2240460530317516,0.6164687105356275,1.015034739483485,0.9600627150843667,1.0227684953912268,0.9962525214673681,1.0022157324641092
Service 5790,Maschine 9458,1.1509515152012388,0.9240759589746601,0.9891828065262805,0.9930149345810277,0.9896385379642817,1.015038778559321,1.0326676922789473
Service 8545,Maschine 5440,1.2063998925087558,0.8160649892888825,1.0245405181749767,0.9868026615634974,0.9999312059112031,0.9948768846181192,0.9714939371640355
Service 1913,Maschine 9348,1.224195020188571,0.9310378563941971,1.022549241447845,0.999452271677778,0.9891900626815889,1.0184767721809502,1.0355703332873152
Service 853,Maschine 511,1.114601781727234,0.7514995170891356,0.9996281213621949,0.9961821999368634,0.9901872279796715,1.03131921453373,0.9675680344346148
Service 4397,Maschine 2040,1.1423923860112641,0.8756130311031753,1.0225209810917413,1.0036342757770036,1.037238292133444,1.0016526697473709,0.9948996645208683
Service 5349,Maschine 6401,1.2285984941608938,0.9407674983186387,1.0047516705572321,0.975266583410216,0.988292979265652,0.9904156578465158,1.0090497204313231
Service 7003,Maschine 6114,1.115266727333726,0.7451951373937711,0.9715297857165464,0.9993966475410078,1.0128416031504124,1.022877636738122,1.0159730730533583
Service 3481,Maschine 3760,1.2607423554253687,0.9523666636557384,1.0143219532789012,0.9728669505039282,0.9834687876730545,0.9985267118416634,0.9941822843886404
Service 658,Maschine 3783,1.2949965324405,0.8674793039827039,0.985533602989111,1.023551023265567,1.03031213026499,0.9987056340966275,1.0020811607820757
Service 3151,Maschine 8754,1.3054477703147624,1.064805860404099,1.0023731575172372,1.0192275170822245,1.0095569167165541,0.9868455519375845,0.9970920960350895
Service 7628,Maschine 2028,1.220625663784837,0.8781283501509831,1.0174600578383477,1.0076951414464328,0.9643465220408216,0.9712925768930561,0.9844363172559653
Service 4386,Maschine 7052,1.195360134484502,0.8170230551808667,1.0095444085507521,0.9582686305117863,1.0160841567440462,1.0150831969170813,1.03252425194262
Service 8516,Maschine 4751,1.362808245972595,1.0717534762729077,1.0027736419428348,1.006818022921134,0.995509972190565,0.9628285242359544,0.9778168456703323
Service 1743,Maschine 9865,1.1150796451280995,0.9195468457559524,0.9751343399648652,0.997740415209985,0.9874718927583509,1.0422577849702177,1.0040554350730448
Service 812,Maschine 1026,1.2192285764612087,0.9657665399902822,1.0458232695911738,1.0062701700331926,0.9967293260507405,0.9952070486298119,1.0005292547989102
Service 2383,Maschine 358,1.3304611204493098,0.6946162800532775,0.976673533669874,1.0148625267482223,0.9772616420001952,1.0148189061800728,0.9457585797581182
Service 2942,Maschine 1528,1.2792110972151465,1.032646414062638,0.9857662619537214,1.0284525147885841,0.9725333310430121,0.9664053585149426,1.0169680014574798
Service 3625,Maschine 6110,1.299040326692606,0.872146002346825,0.9768964947985501,0.9928337500234201,1.0041931182021149,0.9940022525784805,1.0416903810024964
Service 9440,Maschine 751,0.9772003086198788,0.9792097197107903,1.004435596999089,1.0222954430622402,0.9833384628503465,1.0197688664439604,0.9951081103474261
Service 5540,Maschine 1023,1.2549643921712916,0.9463837637519067,1.0241852559132518,0.9927995150409346,1.0110017510615807,0.9739770022234677,0.9640672189035999
Service 7924,Maschine 7571,1.3157466568723062,0.8005361881072178,1.0014772990577965,1.0276286891249453,1.0084163942669058,1.0178495023068743,0.9894273135866063
Service 1846,Maschine 4161,1.2716908781518081,1.0135323126312374,0.9904005964546253,1.0324759353487192,0.9920061856024162,1.0162142150594542,1.0065246302242399
Service 8449,Maschine 8317,1.196378094809625,0.892439802652271,0.9584319150031751,0.9985337125311947,1.0029428626959684,1.0093145581632723,1.0170957830812448
Service 9418,Maschine 260,1.1940580701377712,0.8524873922328268,1.018959733958198,0.9850311386464021,1.00210258153904,0.997745525319102,0.9906224426000695
Service 9343,Maschine 3547,1.2662056299439999,1.0765502827599704,0.9943537653385358,1.0071238470042645,1.0568910772036482,1.018630790442164,1.014303207038662
Service 3562,Maschine 5588,1.2816348618727866,0.8771844117737232,0.9851850346904958,1.000832780820965,1.0068692251237574,1.0035614354290971,0.9968920457272941
Service 6473,Maschine 5755,1.1640821047248597,0.9219811868870893,0.9783690583561885,1.0130528475846994,0.9979718158854475,1.0046416309134087,0.9957578736217042
Service 9702,Maschine 7957,1.286199097802449,0.9233233497680897,1.0136464334325055,0.9981077103929763,0.9971152549163089,1.0000979078223868,1.008877867078776
Service 8095,Maschine 7915,1.1496809067870546,0.855278184461607,1.0077584927338745,1.0134109209341728,0.9836539406341481,1.0051112428127231,1.0002882374583137
Service 6589,Maschine 2468,1.1192015830722826,0.9853000194426182,1.0123390020480483,0.9813367370158733,0.9912290053373266,0.9729150255050804,0.9948438971490241
Service 556,Maschine 2371,1.1572229907072158,0.913259471826233,0.9827717485490666,0.9916443421312334,1.011945589703938,0.9803874539128568,0.9794009832268014
Service 5314,Maschine 2878,1.172149302098133,0.7236490339918173,1.0197860508864725,1.00457224752682,1.0211308388264755,1.025722767324281,0.9785697196096648
Service 8818,Maschine 3375,1.329728798785921,0.7780988244978365,1.0042335409482086,0.9549552011598198,0.9971981767413056,0.998032723898951,1.0310761004409557
Service 630,Maschine 6392,1.2088305583254433,0.8174267102353858,1.005774478328237,0.976968372718778,1.0080328277374366,1.03480217250785,1.0105363397059166
Service 2010,Maschine 2590,1.1602535860461554,0.787692997366945,1.018178668293329,0.9880530142036937,0.9861243738477109,0.9423197963714357,0.9953126130872423
Service 1013,Maschine 3405,1.154882000525741,0.9455056458201927,1.017818627608778,1.0073250113681962,0.9892862825928606,0.9868083382438789,1.0114260813580533
Service 2585,Maschine 614,1.24355923268319,0.7965153252614323,0.9913260895804595,1.002587652243943,1.0362774887665926,0.9726327875618608,0.9901485355776405
Service 1325,Maschine 9115,1.2373987273600142,0.8289426465938093,0.9994196213628058,0.9815952606203491,0.9857588747824746,1.0140547177608943,1.0117205316550675
Service 9342,Maschine 6396,1.1186354181018188,0.8678767076618168,1.0051099863714572,0.991668436469516,0.9934469237080089,1.0032221590643182,0.992676260641497
Service 722,Maschine 5133,1.1742237254711798,0.9489736227394453,0.9808631327235475,0.9740892004838351,1.01364726581685,1.0013237347648785,1.0152177209776485
Service 7206,Maschine 6326,1.3736472026256563,0.7827832247789829,0.9875430695031651,0.9862448127280994,1.0062804681296258,1.0389886602540073,1.0079369710973618
Service 3897,Maschine 6818,1.2385163978435032,0.7417521128693659,0.9942669116338153,1.0154802475301923,0.999943974580248,0.9702931880233375,0.982145450035494
Service 451,Maschine 1616,1.180827734057658,0.8709324493706132,0.9894578600843382,0.9775797400958052,0.9744824702744932,0.9965616984301662,1.0042668859740815
Service 3493,Maschine 7731,1.3396719357271214,1.0364685071192672,1.004312804938004,0.9940272639729669,0.9999922884228575,0.9595558195623868,0.9585128493776763
Service 9292,Maschine 9714,1.2762118017374104,1.0239026250679326,1.00544153495348,1.0206073196319043,0.9922418733129806,0.9930060607061398,0.9860912925425391
Service 6826,Maschine 2757,1.31554444493615,0.698322884495151,0.9874388528124274,0.9976526982086756,1.0042209628035856,1.0033611939170866,1.0023390476692482
Service 502,Maschine 7721,1.1229518555347522,0.9895170855548022,0.9654288415959438,1.0480288634187749,1.0282670752911924,0.9884267032529251,1.0126590862954163
Service 1685,Maschine 9570,1.1663655881488704,0.7474738531617409,0.9981983210079556,0.9917993521306655,1.0147706654523125,0.9735859896301606,0.9824821598077025
Service 5983,Maschine 1165,1.1566432867614003,0.8854839449093053,1.024487167423297,1.0370961242344987,1.026556678455571,0.9742807328575401,1.0298018978988739
Service 5918,Maschine 1170,1.0508692016800139,0.8641776374497294,0.9912276278115808,1.0061053560375273,1.0119711971793108,0.9910518056445106,0.9704906787200449
Service 7014,Maschine 1751,1.2426241367811133,0.9262134511678441,0.9736786918672856,0.9694077475788152,0.9889418601001517,1.0157170855150734,0.9870691240494298
Service 8902,Maschine 3054,1.2711917915499096,0.9491390746575815,0.9811412234829806,1.0356519415010392,0.9760998111246617,1.0086651970855107,0.9923756201891689
Service 1627,Maschine 962,1.1485486590511162,1.068504563056273,1.0507647568589256,0.9856481326301603,1.0006169211665328,1.0301377153693956,1.0035951452886898
Service 4358,Maschine 7678,1.2088986851034629,0.9629846881783761,0.9693175068810134,0.9696159704403307,0.9945714922022648,0.9754022424779775,1.0174158324101985
Service 5338,Maschine 5689,1.143282586456592,0.9651893495525715,1.0358613731829733,1.0057442710015772,0.9991430179970229,0.9991439401871214,0.9763457275886549
