,Name_Service,Name_Maschine,AbsatzmengeFaktor,PersonalkostenFaktor,EnergiekostenFaktor,ReparaturkostenProStueckFaktor,MaterialkostenFaktor,WartungskostenFaktor,AbsatzpreisFaktor,Prediction_Maschine,Prediction_Service
23,Service 9140,Maschine 6211,1.29906716290059,0.879051623987574,0.987831314946366,1.0131000205999057,0.9873067859029048,1.0030235647082832,1.0282967484139998,3,0
24,Service 7798,Maschine 150,1.2479367142733298,1.0007554090592676,1.033451114365957,1.0147786662006049,0.9973865778037564,0.9986789270279556,0.9573066326084472,2,14
25,Service 7798,Maschine 6306,1.1806258705703363,0.7348594801802482,0.970369272922821,0.9839262429924592,1.0029725667906164,1.0418498255678268,0.9732188219616908,7,14
26,Service 6562,Maschine 150,1.2655072847956237,0.7753943405954988,0.9705532005253812,0.9897592451846654,0.9851631237135482,0.995609582855032,1.0067316222130558,2,0
27,Service 6562,Maschine 5963,1.160191265431498,0.7395612643295363,0.9624942771412366,1.032793209102506,1.0068868865822864,1.0242700022936069,0.998986764134312,5,0
28,Service 6562,Maschine 4259,1.0439626285508892,0.8957927021636759,1.017974571198481,1.057601469886051,0.9937382810743386,0.9694149808132768,0.9854376859638326,13,0
29,Service 6562,Maschine 8558,1.0342971115625663,0.8460932303019224,0.978246378567098,0.9917154796577922,1.0105764117860054,0.965939389286118,0.9660076048513828,13,0
30,Service 9072,Maschine 150,1.398882585545853,0.956542188624842,0.9728976010916524,1.0162619582115804,0.9913757919791664,0.9784413435958184,0.9830449109711172,2,6
31,Service 4218,Maschine 7010,1.192365416901075,0.8753930609027203,1.0183020384803554,0.9963414802308154,1.0152115411575968,0.9901746199037856,0.9927897823128224,4,1
32,Service 9041,Maschine 1564,1.306777973997895,1.0366879223921384,0.9709928013866668,0.9815189651248742,0.9615205294409774,1.0390607366755378,1.0272607765729598,17,0
33,Service 7910,Maschine 1564,1.1881568957979438,0.9657956410237408,1.0036561279159888,0.98505875378992,0.9785677540445792,1.0016676541852796,1.0261328869225934,17,0
34,Service 7910,Maschine 7590,1.230809355109257,1.0404732904424272,1.0087699445660696,1.0175014037752,0.9950253087683522,1.0018392276764028,1.007721858181058,1,0
35,Service 7910,Maschine 7160,1.1486608242692802,0.9087167967735358,0.976819680797496,0.9699750533222457,1.000540352128851,0.9531707398893068,1.0063334061956228,14,0
36,Service 7910,Maschine 7700,1.331775349866582,0.875759011865595,1.0455606119148784,0.9933557421083304,0.9642888252686844,1.0077600674049323,0.988625448634175,7,0
37,Service 7910,Maschine 7340,1.4164277097515274,0.9366527673177014,0.9762169275336016,0.987038017768724,1.0102145845806143,0.970855693068612,1.0132691372397236,15,0
38,Service 469,Maschine 1564,1.0777448232710545,0.9722268149765344,0.9998256732652264,0.9797809980363577,1.0032625670964126,0.992907098677314,1.0311965557722589,17,0
39,Service 469,Maschine 6879,1.0768412132224492,0.8213211553196528,1.016025643015552,0.9920242532122396,0.9907891589249426,0.990534314499388,0.9846849742571344,17,0
40,Service 469,Maschine 9337,1.1099835665711857,0.9341597059118986,0.9845074289312042,1.0242528739153909,1.0130043869842162,1.005413621091711,0.9901058086258356,2,0
41,Service 469,Maschine 2134,1.365790442999044,0.9881021005083206,1.010884597102899,0.9993653660190353,0.9834038243995692,1.0361235665129822,1.0010904354861914,5,0
42,Service 469,Maschine 9259,1.256581718390235,0.923523489695044,0.9955773578920896,0.9937022294674231,0.9983869409197206,1.0367199564428309,0.977944253782606,4,0
43,Service 119,Maschine 6849,1.0962662488450834,1.08847265641845,1.0130774736579533,1.0147747413913513,0.98933849517672,1.014822227540804,1.0075238226185677,1,0
44,Service 119,Maschine 2122,1.0379717635430203,0.8873473179071949,1.012811147742574,0.9624827502733736,1.023759293803436,0.995665193394982,1.0347038308968066,4,0
45,Service 119,Maschine 2254,1.2620387539140012,0.9998257797734628,1.0027309105725892,1.0133128778577267,0.9818204154096708,0.9836795605295736,0.9717830336319636,18,0
46,Service 119,Maschine 1350,1.0493877928532105,0.8368982847181229,0.9885294830296673,0.979444081271598,1.02544767037835,1.0325949424066017,1.0010758627155365,9,0
47,Service 7220,Maschine 125,1.335622995637321,0.8994666663089868,1.009904640977526,1.0053842334019114,0.995214105937372,0.9527333944079072,1.0347079371988124,13,2
48,Service 7220,Maschine 1855,1.1732914204322265,0.9103719614992244,1.0058460260204307,1.0187920450352688,0.961068024025798,0.9525878041980176,0.9985449927738352,16,2
49,Service 7318,Maschine 125,1.196999383887668,0.9245193861641798,1.0303494109266291,1.0014642725681175,0.9933206298505391,0.97310078907956,1.0000692036425936,13,7
50,Service 7318,Maschine 8087,1.065652794394813,0.9955886537451156,1.0122211063239988,0.9766232204862348,1.014826963375998,0.9853882346498958,0.9867904731575492,4,7
51,Service 6911,Maschine 125,1.1895750480148115,0.7543826162222561,0.9708300436899532,1.020198887048995,0.993295567524933,1.0126453303669165,0.9810335309254172,13,0
52,Service 6911,Maschine 8959,1.1880610988240896,0.9340088451567288,1.021301469657116,1.026823341493312,0.9542063799762944,1.0060028469074114,0.9994322884199576,17,0
53,Service 6911,Maschine 3195,1.2095195423824143,1.0527963409066097,1.0029222463744705,1.0103228713184258,0.9827627983688728,0.997658331782362,1.030097325854912,17,0
54,Service 6911,Maschine 5504,1.217862228449364,0.9896487434018508,0.9769974837326664,1.0306111944088725,1.0106276913622436,0.996519320864754,1.008444947848848,17,0
55,Service 4634,Maschine 8781,1.042801022792896,0.7941261189361458,0.9799457212203992,1.0368211174618993,1.0099507746102832,1.0132490020433986,0.9767251032746802,7,0
56,Service 6443,Maschine 8781,1.474561408463974,0.7865065796981449,1.0191993538007855,1.0181309796572613,0.9675629482206334,1.0303863413360466,1.0321345510808486,7,2
57,Service 6443,Maschine 5255,1.3035434674563224,0.866465981899365,0.9773858173195312,1.0023199516594834,0.9994400574748252,1.0128072289923369,1.0285500784761856,13,2
58,Service 7771,Maschine 3369,1.1387281746599585,0.8179613757006972,1.025557415360163,1.0261692420034447,1.010317269617759,0.989600836567916,0.9715638480860566,3,0
59,Service 410,Maschine 3369,1.1555154404190893,0.9030765231459488,0.9920601978379692,0.9923241170815946,1.0099701190758998,0.9915386921388492,1.0038402798841088,3,0
60,Service 410,Maschine 8709,1.2390492669259767,0.7373232665377915,0.9915124404937288,0.9920765363116616,1.0114725821740214,1.0257157141235802,0.9753871102380036,1,0
61,Service 6499,Maschine 3369,1.0478923822562858,0.9258692260452062,1.0144304395719066,0.9634243196449956,1.009791004132659,1.0025290005601883,1.0142696103944229,3,2
62,Service 4925,Maschine 9274,1.2538571174768525,0.8141030906716271,1.003130786610145,0.9885553331198396,0.9878098001430348,1.0008497302100003,0.9787190047402328,1,0
63,Service 4925,Maschine 6969,1.2577240379460293,0.8685240562700247,0.9891179435127956,0.9858083502809346,1.006309055705582,0.9846405534207214,1.0171124717359,15,0
64,Service 4331,Maschine 9274,1.1381214346885906,0.8813042714077164,0.9842320452128946,0.9573290911886354,0.9984278693756234,0.9765717083439096,1.0346261280112223,1,13
65,Service 7047,Maschine 9274,1.2118577359490892,0.8202362849845404,0.9878512683406212,0.979242505764895,1.0138988055478826,1.0122762502398224,1.0101788154897635,1,7
66,Service 7047,Maschine 3328,1.2341324653984518,1.0000296891031997,1.0051043753952282,0.998604245050144,0.9995296549623964,1.0126330818989622,0.9905574829314162,1,7
67,Service 7047,Maschine 6472,1.216453649725453,0.7434871600678333,0.9637198335639235,0.9889055591270622,0.9929224758018202,0.9827612929831286,0.982753965794323,16,7
68,Service 2704,Maschine 112,1.1039983197948016,0.9841794873213852,1.0338760049358169,1.0132837070322125,0.9850202204647212,0.991586623655124,0.9961821732754714,16,13
69,Service 8199,Maschine 112,1.3413387796384753,0.8504675383513234,1.010965474391183,1.0073794462725112,1.0010835883097764,0.9851124726127996,0.9975837841989442,16,14
70,Service 6631,Maschine 7819,1.2176998676212325,0.7610993357583681,0.9664325069282722,1.032402741728644,1.0015870825821855,0.993704436953921,0.9538249955871534,2,0
71,Service 6631,Maschine 2901,1.1713455081103927,0.7659967690679671,1.0060304652214005,0.9734548219191546,0.9746026346171138,0.96368972199499,1.0020392047821216,1,0
72,Service 4690,Maschine 6053,1.104585286409032,1.043069910445377,1.025175674486909,1.0177027801883591,0.9664817970813792,0.9861745847745688,0.9793807586088704,2,6
73,Service 4690,Maschine 1897,1.2898177306027332,0.9713543277418912,1.046186796338203,0.9640124806216188,0.9957593511337344,0.9900319091080936,0.9792043360140544,3,6
74,Service 9062,Maschine 9853,1.123570899964677,0.7561502417357919,0.9887917281234327,1.0119191489265111,1.0044170923714149,1.0008217712711591,0.9883790523467008,1,0
75,Service 9062,Maschine 3337,1.140906291742273,1.0856512878091438,1.014019150775399,1.0005799725316178,0.9685840459060346,1.028062543306832,1.005402587825382,11,0
76,Service 1815,Maschine 9853,1.1730863878531204,0.9607939890932324,1.0085135764805957,1.0255406600387338,1.0152416130238728,1.0155978975456657,1.0040858062631344,1,0
77,Service 1815,Maschine 5348,1.2896555086548265,0.8560859738124038,0.990673761969596,1.0111816204850874,0.9832235998758924,0.9914632772096508,1.001748301758018,4,0
78,Service 1815,Maschine 9336,1.3461343242039296,1.074857039959251,1.002225903702695,0.9844469489772334,1.0189332871105288,1.032579784415673,1.0425056311054497,10,0
79,Service 1815,Maschine 4802,1.1824264072341089,0.8228830671482074,0.9749971542448794,1.0170258805524677,1.0107046276144525,1.0265728661209907,1.0007510085693625,11,0
80,Service 55,Maschine 8620,1.1735812228196385,0.7260456130839078,1.013520218263047,1.0028404450754522,1.0291308640990278,1.02131499980549,1.0059207127699008,19,0
81,Service 7684,Maschine 6049,1.052597021177792,0.9973427958684994,0.9956693417571102,1.02757335923043,1.0079270691501985,1.0144489622222508,0.9918124365012206,9,0
82,Service 7684,Maschine 7044,1.2211998683593412,1.037139217640277,0.9961891650956936,0.9983457816983968,0.978679497185816,0.9997397311674862,0.9906698626027588,0,0
83,Service 7684,Maschine 9331,1.066336735319735,0.9403430200079316,1.0127121183762304,0.995201645708084,0.9827797412610964,0.9955835689774376,1.0230197264707936,15,0
84,Service 7684,Maschine 2336,1.050930191562884,0.8393373882038992,0.9924228571079904,0.99586923584882,1.0165270932911097,0.995006158185222,1.0306433682119438,9,0
85,Service 7684,Maschine 6445,1.1621314935725349,1.0848710663035204,0.9914094731547678,0.9813863072659632,1.00477129327952,0.970025385520016,0.9920639968776228,14,0
86,Service 7337,Maschine 6049,1.0325064755466666,0.980695276099715,0.9809168921254924,1.0093857384025462,1.0180612646404907,1.04764236731177,1.0102934247921984,9,0
87,Service 2700,Maschine 6049,1.5236288170105103,0.892399782095464,0.9746855654297826,1.0184088457145883,0.9653215991686336,1.0052129829459244,1.0252501210293927,9,8
88,Service 351,Maschine 5591,1.153878759212162,0.7262587389184673,0.9885897548715288,0.989707010184732,0.9929040106045568,1.008172589497797,1.006974318002255,2,0
89,Service 351,Maschine 2091,1.2349020359868927,1.0049645051322216,1.0080012480113465,0.97324064351306,0.9782615182745102,1.0033523934525224,1.0478426762449269,3,0
90,Service 351,Maschine 9709,1.1632135367833687,0.9255991906120338,0.9854902676687284,0.9761038202274348,0.9990312113903892,1.0090875426629344,0.9799920469889516,16,0
91,Service 2565,Maschine 5591,1.2065650823729817,0.962388773774158,0.991824111225278,1.0176821044833215,0.9668086701605016,1.0088033657524125,1.0056983963378112,2,0
92,Service 734,Maschine 2606,1.1127090956024466,0.8578914649111116,0.9529560457868874,1.0223742922472916,0.999262806178757,1.004292711454151,0.9935808395996591,14,0
93,Service 4659,Maschine 2606,1.4159548521345902,0.9506790928437748,1.0236530443880945,0.9904155813543536,0.987127899347124,0.9977703495377706,0.9489860095547026,14,0
94,Service 4659,Maschine 1955,1.1564570995966152,1.1042043096027028,0.9977751070853544,0.9925368752922252,1.0138150571219893,1.0149936869528866,0.9985319250377892,2,0
95,Service 4659,Maschine 4612,1.2403302165742436,0.8327500741469077,1.0161104183365293,1.006085341889687,0.9881670013254944,1.0081554190434066,1.0149354258857533,1,0
96,Service 9387,Maschine 2606,1.3395172578066168,0.901325491848201,1.0052536097785432,0.9725672080036764,1.001223118777164,1.0215647054886787,0.9907389162588393,14,0
97,Service 6862,Maschine 6959,1.164616763792201,0.961391356701778,0.9696878650935732,0.987962364427055,0.9949394751763936,1.0334492881365618,1.0055094390339276,14,0
98,Service 6862,Maschine 2426,0.9891172652179178,0.8411763301979975,1.0238433587571891,1.0336385813304765,0.9796120800810244,0.9907783255905888,0.97223460454329,16,0
99,Service 8567,Maschine 7181,1.4890307320790963,0.8207227848698393,1.001879051280758,0.9807926279440498,1.012845233171633,1.0217650820056876,0.9864723789028856,19,0
100,Service 8567,Maschine 6502,1.1942607898643884,0.7671793844911414,0.970703777484186,0.9872358445796016,1.0271609239013693,1.0203092221435492,1.0150217891551487,9,0
101,Service 5732,Maschine 9025,1.19512743314142,1.0431205103234642,1.0113844883384886,0.9833015268805532,0.9870735641670776,1.029460478130191,0.9800295531059569,4,0
102,Service 5732,Maschine 1149,1.17529642580132,0.8174737893164551,0.9626659734171154,0.9981117616635612,1.0150080095136889,0.9995685912749258,1.015936837026756,2,0
103,Service 2517,Maschine 9025,1.3068305891381196,0.7260335339054668,1.0026364113318629,0.9712403392632876,0.9929179112529132,1.0039810175695991,1.0017997019320273,4,0
104,Service 8471,Maschine 9025,1.226981384490294,0.8969229914397212,0.9855868800581592,1.040861912326594,0.9970048433307492,0.9742100967147032,0.9803494467322912,4,0
105,Service 8471,Maschine 1518,1.057708520225799,1.0610308720456243,1.0030382265532478,0.9808218466010088,0.9914446140510468,1.027542790183632,0.9874276710080202,2,0
106,Service 1889,Maschine 1396,1.0331266444674754,0.930958859175195,1.0257985020731804,0.9657219359663368,0.9972046574178044,1.0097510575504474,0.9604862775918492,15,0
107,Service 1889,Maschine 4456,1.242074576284923,0.8041665263800624,0.9869021086964872,1.0216057527569735,1.000786223664035,1.0160546192462423,0.9494146812124908,15,0
108,Service 691,Maschine 1396,1.265964722982463,0.9657339676363864,0.9842023879753754,1.0254420635035475,0.9981431722812276,0.9771845670762552,0.9937280500304622,15,0
109,Service 6951,Maschine 7274,1.051433718383395,0.7793840766341026,0.9780908586592018,0.9862559090182492,1.0184857482263492,0.96808995699316,0.9932852571441102,2,0
110,Service 6951,Maschine 5087,1.2374540274405823,0.8612016819515314,1.003137771469664,1.0077024757497726,1.0085511492048105,1.000095578277103,0.9815674517694184,10,0
111,Service 6951,Maschine 4195,1.1272635975482266,0.966320844087219,1.0129519287817186,0.9955602302951692,0.997651094818576,1.0113830945615605,0.993044015735122,19,0
112,Service 6951,Maschine 2947,1.1343186410984285,0.7728734206831631,0.9799731010090824,1.040667356667263,1.0166453333932457,0.9960828158605624,0.9722066741646458,17,0
113,Service 4514,Maschine 7274,1.157117589224487,1.039487597680628,1.0222329528647671,1.0001209289979642,1.007947707196704,0.99906123554289,1.0282856902043047,2,0
114,Service 4514,Maschine 5806,1.2009144210400968,1.0246222573022057,0.9727985788780432,1.0027603886580023,0.9804202057987886,1.0291427736439185,0.9981130947960336,13,0
115,Service 5982,Maschine 7675,1.127943865058612,1.0207284595914192,1.0284850492480135,0.9866471002491234,1.0013353512931336,0.9750994981168996,0.9997728161311265,2,0
116,Service 2998,Maschine 7675,1.3152995543105854,0.8904163442147158,1.0191225219323488,1.0143657981097534,1.0049290070632115,1.009928289276177,1.0077840163025782,2,0
117,Service 2998,Maschine 8866,1.0156921367375398,0.8775944585505403,0.9584848831636604,0.9851034970316862,0.9731926179726188,0.9958653236361712,1.014435476898577,13,0
118,Service 2998,Maschine 7841,1.2324589519838942,1.0308686752099798,1.0172836554134812,1.021062234720598,1.0039494906193476,1.0126330384478992,0.9929391658945724,17,0
119,Service 2998,Maschine 1864,1.3536792641466604,0.7238292549367976,0.982349864797271,1.012815843376939,1.0069371278547448,1.0409470420860736,0.999388465949021,13,0
120,Service 9271,Maschine 97,1.284676049127211,0.713381042638275,0.9839612029070676,1.023457933515414,0.987205349115924,1.0053943318617264,1.014215450384165,13,0
121,Service 9271,Maschine 1434,1.0243026344398674,0.903481445711365,0.9940198056293608,0.9899535034240918,0.9953204533091944,0.9985821006739156,0.9956768236952924,11,0
122,Service 8064,Maschine 97,1.2684822928723725,1.0104878683270546,1.012586559971991,1.0214190394190867,1.003010756830964,0.9885604284198692,0.992381308004788,13,0
123,Service 8064,Maschine 9040,1.2320095796908133,0.7863918916353523,0.9938104558894144,0.9861009980088482,1.0235071289140247,1.0077887539195156,1.0047727340950932,14,0
124,Service 7145,Maschine 8048,1.1539626870465771,0.866900521806562,1.0065325298952348,1.033235323244577,0.9951883258783554,1.018128722157272,1.0247842378127832,4,9
125,Service 7145,Maschine 782,1.342702474984466,0.9569454825623644,1.0401415097361508,1.012501005700127,0.984550569996358,0.9917748935567122,0.997843545541668,15,9
126,Service 4474,Maschine 4569,1.3325734368701914,0.7814477271844276,0.9890340891023112,1.0223377192358931,0.9916743260404818,0.9655485203985515,1.0081042130724065,11,14
127,Service 4474,Maschine 7424,1.2115395808685514,0.9947772128695734,0.9905081760546186,0.9941742960989276,0.9784085999737364,1.0155718200509931,1.01646357900267,2,14
128,Service 6279,Maschine 5611,1.2679417976963714,1.015908807219483,1.018931742870815,0.974765790227197,1.0382468724307423,0.9881669200198332,0.9951584539662436,2,0
129,Service 6279,Maschine 3850,1.3524432549157908,0.974566998748767,0.9977305074316892,1.0156421566448866,0.9837770788080482,1.014451151126337,0.997347699833786,19,0
130,Service 6279,Maschine 5948,1.1761558253447406,1.115320577433223,0.9728582937447712,0.9637408767259088,0.9858575734519112,1.0023971461229844,0.9508845704182094,17,0
131,Service 3645,Maschine 5611,1.3481018586150346,0.8239039090066594,1.008795594907448,0.9754908929080616,1.0247384471958834,1.0151523436220349,1.0198462914874251,2,0
132,Service 3645,Maschine 8348,1.174743327127807,0.8549119902408487,1.0311724423857955,0.964388167358599,0.9916545249042604,1.004426383913937,0.9927009635403146,2,0
133,Service 3645,Maschine 8903,0.9299310440365698,0.9667426684379622,1.007800911930217,0.9738555170365424,1.0134607109611564,1.025714523278931,0.998873470778262,15,0
134,Service 9288,Maschine 3149,1.1476254466725495,0.943993274437838,0.9814475141743856,0.99415085235764,0.9858823139178994,1.0236565873067145,1.009538871333804,10,0
135,Service 9288,Maschine 7223,1.2544464082986946,0.8822679233099376,0.9967406274571264,1.0115972736598011,0.9961627685619724,0.9815733154813856,0.9796189148928888,17,0
136,Service 6666,Maschine 3149,1.199515265119017,0.8497551262394473,0.990264231646334,0.950601345926776,1.0066189303558764,1.0179309389507525,0.9940786882774236,10,0
137,Service 8859,Maschine 3149,1.3074995510253498,0.9107395358471214,0.9792449654076544,0.9905270024420244,1.027275442007005,0.9941012275981526,0.9964549008262508,10,8
138,Service 8859,Maschine 5707,1.3786126584972354,0.9170888634270628,0.9781089071238196,1.016723156301524,1.034980981603517,0.976976941766061,0.998035075559536,7,8
139,Service 5053,Maschine 2133,1.2256741262606563,0.8226497712782334,1.0508561436559043,1.0085799157153763,1.0099100529999745,0.9971917508657128,1.0004298227059445,13,0
140,Service 5053,Maschine 2083,1.13663728169037,0.7777732067349835,0.9772876500996596,0.9858023362994828,0.99985014322131,1.0000685378947032,0.9964625298087804,15,0
141,Service 4952,Maschine 6790,1.3314226751686151,0.834739950596139,0.992976699000641,0.9793277417823708,0.9969292985867124,0.9929029009366632,0.9894377175068516,13,0
142,Service 2937,Maschine 8326,1.12214611561614,0.8574647081431404,0.9968997424828387,1.0069642144213504,1.009554326246595,0.9880196948386304,1.0158436233636865,14,0
143,Service 2937,Maschine 2518,1.0333469531606667,0.9791163978923344,1.002358338192968,0.9593078829216772,0.9994898942738324,1.0102909058770164,1.026133385077456,7,0
144,Service 1964,Maschine 8326,1.1035969468409406,0.7271022412661677,1.000077650871331,0.9985008577266442,1.0162052114756088,1.037534844402602,0.9882792288547978,14,0
145,Service 1964,Maschine 4917,1.357872428604325,0.9837365076604848,0.9975784200678762,1.0041764070144643,0.991862304269937,0.985321333459196,1.002838284956303,19,0
146,Service 4292,Maschine 8362,1.1794834321113437,0.6943431046704205,0.9893017345623868,1.007260737002673,1.0171310415627597,1.007101539939831,1.0173241591774314,1,0
147,Service 4292,Maschine 5846,1.0102083729214426,0.9668702540198773,0.9888270084885596,0.9890879158318124,0.9767934575633428,0.983896496086656,1.0023950510249535,15,0
148,Service 4292,Maschine 1551,1.333203353842054,0.8651229416638625,1.032909385581184,1.0230334914634942,0.9946153597406248,0.969855681827568,0.9632091453772598,11,0
149,Service 7512,Maschine 6304,1.3525502934975928,0.8502790147283061,0.9704095575948276,1.01199020801773,1.0111904904064604,1.0153939063094235,0.9840161426984636,9,0
150,Service 7714,Maschine 2673,1.2405186994487118,0.822601613951064,0.98286693164479,0.993248368305848,1.0308648889144272,1.027387311271614,0.9774931382479056,10,14
151,Service 7714,Maschine 2912,1.0241547407964486,0.7640017080276459,0.998619956091983,0.9928244509489782,0.954906887995422,1.0259087968810698,1.0174933217117874,15,14
152,Service 4886,Maschine 7698,1.2184426451941823,1.1245505738037038,0.968039160438571,1.0239058666879597,0.9660780957412628,0.9790574449116828,1.0153356477146218,19,10
153,Service 4886,Maschine 9854,1.133244994944691,0.8232276976279793,1.00047509824582,0.9996421802623876,1.0254310415105163,0.9630602761876346,1.0145724650845669,13,10
154,Service 4886,Maschine 8641,1.1857363202302351,0.8250016928390176,0.9868647035253956,0.9811144182419038,1.000432267280365,1.0015463205960928,0.9873738202595748,10,10
155,Service 4886,Maschine 6481,1.1900800500566735,0.9288637560744284,0.9753082869419002,1.0212732766368202,1.0112617118141458,0.9833396703158992,1.0159882871669978,2,10
156,Service 8067,Maschine 7698,1.1393659990481162,0.8539380638795175,1.0501803970307486,0.9999991891770834,0.994438593818735,1.0045851365811218,1.0170266724882262,19,0
157,Service 6086,Maschine 1478,1.1281801071052384,0.6184702558901342,0.9840521010392046,0.98052698774312,1.0110557579767236,0.9987099178424276,0.9983693979494768,11,0
158,Service 3064,Maschine 1478,1.193930817626948,0.8644216774874594,0.9584797724046744,0.9874936018745476,1.0088726161545176,1.012321823304258,1.0341768631678905,11,6
159,Service 3064,Maschine 5991,1.1155230696530962,0.9434509048782104,1.0377423557561662,0.9807205876673624,0.970933204947882,0.9978818794894214,1.0163345497982412,4,6
160,Service 3997,Maschine 9490,1.048259224937419,0.8678308511802706,1.0100378534629126,0.9795105549134524,0.9840891065068952,0.9926640505709357,0.9885728220116646,2,8
161,Service 3997,Maschine 6041,1.3071205857119532,0.7942431600537007,1.0006671488868268,0.998451185480908,1.0176128350608742,1.0254385693181745,0.9914892162650066,11,8
162,Service 3997,Maschine 9328,1.343027974595685,0.9847458475607618,1.0335982175282497,1.0146194602219367,0.9973257177106843,0.9903538560873753,0.9738003224277936,1,8
163,Service 3007,Maschine 4416,1.0494443084991565,0.8712975458251883,1.03823365776652,1.017042314572702,1.0119130737264836,1.0272093584578164,0.999431114677696,13,0
164,Service 3495,Maschine 1364,1.3781672572675467,0.9012660644464872,0.9847438257447544,1.0244393684616784,1.0204780966081686,0.9827521962498346,1.0124178714520549,13,0
165,Service 1736,Maschine 1364,1.348686084465044,0.8763460365525757,1.0022751554044924,0.9394879653546662,1.0007635242715176,1.0072981859132766,1.0182203849352125,13,14
166,Service 1736,Maschine 8290,1.1850388058470684,0.9056453774676784,0.9992998013646676,1.0116683816091172,1.004988990576825,0.9978935456885796,1.0347472270635805,2,14
167,Service 1736,Maschine 3321,1.131271956979663,0.9796110018683232,1.0231220386218636,1.0246130389395405,0.9916340985397848,0.9843505920956356,0.965015784320491,1,14
168,Service 1736,Maschine 9964,1.198486810516726,0.9372194348841149,1.0222427532756138,0.9479047405491547,0.976501712239331,0.9890741726447766,0.9969956520719956,2,14
