,Name_Service,Name_Maschine,AbsatzmengeFaktor,PersonalkostenFaktor,EnergiekostenFaktor,ReparaturkostenProStueckFaktor,WartungskostenFaktor,AbsatzpreisFaktor,Prediction_Maschine,Prediction_Service
49,Service 778,Maschine 406,1.0779050866544144,1.0403995543463247,0.8222023995749902,0.8857572105571091,0.9987163521623798,1.158616215290198,16,10
50,Service 778,Maschine 456,1.119480871987469,1.135920371609225,1.051229279893949,0.9543521604330184,1.0323421773983597,1.1016767675000545,3,10
51,Service 538,Maschine 703,1.0222062637963203,1.0655377515165143,0.9304022530588028,1.0735692163670354,1.1512954935000104,1.0337193834196865,11,0
52,Service 164,Maschine 41,0.9920137113088144,0.955283987330038,1.0150979427472997,0.9182765671542948,0.7872734199443812,0.8659287237835589,1,0
53,Service 419,Maschine 41,1.007595587180149,1.1132000283213106,0.9685522429630996,0.8956182367178049,0.97389631770384,1.0238438771266205,1,5
54,Service 419,Maschine 795,1.0807870335012997,1.2450844012292666,0.999788672208198,1.046958814385751,0.949783334469275,1.1176619661074587,14,5
55,Service 419,Maschine 944,1.091896295115896,1.0715199877151995,1.0799590533869383,1.1523250318907703,1.0961290676721276,1.0460261033650309,0,5
56,Service 50,Maschine 334,1.113616776518182,1.0712319223063098,1.0605746146870585,0.9897167458272068,1.085408747771058,0.9547773618921244,2,0
57,Service 50,Maschine 413,1.0573654116610958,1.1543978968010522,1.085450677557373,0.9379391353583588,1.066886813066792,1.0151362788568636,13,0
58,Service 50,Maschine 388,1.1840669676742486,0.9823979075607652,1.1561876665819089,1.1181015932675042,1.0635254940219283,0.9525350708691684,11,0
59,Service 935,Maschine 334,1.0564487592917142,1.0164862729240836,1.0316122647215284,0.8826695602168596,1.0491643756112865,0.9524190497556352,2,0
60,Service 935,Maschine 173,0.9498876678043392,1.0093552979852547,1.0584363436812934,0.975022927082848,1.0363927912587112,0.9004847222339036,3,0
61,Service 935,Maschine 368,1.055356038797415,1.073921287243608,1.2355166457736186,0.9100073690892598,0.94467083662284,0.8771148770137058,7,0
62,Service 233,Maschine 169,0.9874577277209046,1.191034934617025,0.9449699101464792,1.1545725986745168,0.8931851818828189,1.0227744958830611,1,9
63,Service 151,Maschine 62,1.2585500439685628,1.3341205148097068,0.9465875930904292,1.041341976847789,1.0472659830031747,0.8721952799474746,8,11
64,Service 249,Maschine 62,1.146597089953433,1.1331730190679197,1.0221395201070549,1.117476048012226,1.157275384860288,0.998007349513964,8,0
65,Service 249,Maschine 365,1.182330443598992,0.9644657627876342,0.894617959615177,1.0422025092942049,1.035044469513944,0.9856262126173696,11,0
66,Service 249,Maschine 129,1.098488385813575,1.18438289717619,0.9784863810907296,0.9685044826443716,0.8942459996919102,0.840691920193134,14,0
67,Service 249,Maschine 792,0.98074185395231,1.191599043580761,1.0136530905729346,1.0296637690414294,1.1905356494051418,1.113505456680717,6,0
68,Service 249,Maschine 556,1.3311911421496847,1.11420836326217,0.8438106765902522,1.0019535333988083,0.8217109640979379,1.0325623154291446,0,0
69,Service 714,Maschine 33,1.1438292034170097,1.044911769589281,0.9226019946279672,1.1490989810843069,1.168423314643718,1.0066751827352074,18,0
70,Service 702,Maschine 33,1.182286182183538,0.9454840920047286,1.0049770042809332,0.7964196627796588,1.0783794084516989,1.0107919070442295,18,0
71,Service 702,Maschine 232,1.2110044053219438,1.1013451549017177,1.034893897698438,0.8528496061617946,0.8759702670773098,1.0075703367404811,7,0
72,Service 999,Maschine 333,1.0682407479734228,1.138784604792644,1.049527063256961,1.1857169982296276,1.1116698882016205,1.0803783464746757,18,3
73,Service 999,Maschine 73,1.0289426088071445,1.2087563830234305,1.0420092696071088,1.0081311642148965,0.8383878823051514,0.9434725212544112,1,3
74,Service 789,Maschine 333,1.092448662619415,1.051516239403446,0.9154805081273236,1.1102858739892718,0.8541192685712506,0.90129950692795,18,10
75,Service 789,Maschine 77,1.1059768203848392,0.9687440124187728,0.7411616797673257,0.9246353624897792,0.9732999874932444,1.0985549497192173,14,10
76,Service 271,Maschine 255,1.1358497300927552,1.1262550100329063,0.9768984462142988,0.9918052745311942,0.9302421213638988,1.0001139558617465,18,0
77,Service 563,Maschine 255,1.0838096984650727,1.2249815336952563,1.1578943941657314,0.8804017663445716,1.1727396507935222,1.0351458845724892,18,0
78,Service 563,Maschine 87,1.1856448294405868,0.9704828512825304,0.8548488342558913,1.0002263950214356,0.9384881010756548,0.9907006388047704,1,0
79,Service 742,Maschine 255,0.9564683697709788,1.2173009692077006,0.773561583326317,1.0188730202595389,1.1444212566883596,0.9199982725861278,18,5
80,Service 720,Maschine 255,0.9753068905096094,1.290146831741268,1.0059334669188702,0.9184559043383256,0.8189890051639804,1.0326054312961404,18,0
81,Service 720,Maschine 413,1.040451263350075,1.0251633079474558,1.06386430735863,0.9534912273281652,0.8696923506291236,1.015373266423398,13,0
82,Service 720,Maschine 67,0.9347491939848428,0.9880654240893008,1.186956643139425,1.0579710679181362,1.0001006951455784,1.0487818508033453,11,0
83,Service 720,Maschine 395,1.2887773362790411,1.062444480422107,0.8314977965698696,0.9324092979702076,1.0927567751399951,1.0858037126942313,11,0
84,Service 943,Maschine 904,1.0219865198433555,0.871547506412486,1.0215495900170248,0.9537741497958634,1.013562071164757,0.9235077170928152,7,3
85,Service 290,Maschine 904,1.0293324265530537,1.2630717206359006,0.9652389794594172,0.8425910592402445,0.8118223216842522,0.9782417876127526,7,0
86,Service 290,Maschine 137,1.1409096375833978,1.07387636031861,0.8238301231374824,1.086083840276997,1.0766732638510967,0.9683006326069852,1,0
87,Service 874,Maschine 440,1.1450528491598075,1.0934443857702696,1.0585602937432306,1.2210914654652836,0.8708840728428929,1.1223067370778073,3,0
88,Service 874,Maschine 639,1.078419522688865,1.1937597959522004,1.0788288739127636,0.9650438508897518,0.9775169946133004,1.1254300648710502,8,0
89,Service 268,Maschine 118,1.0740090843049226,1.0689108250790285,0.8871146863155378,1.165501764666887,0.9894613082499986,1.0460264713509937,17,6
90,Service 594,Maschine 118,1.1324106256527329,1.132813766326842,1.0241809916927362,0.9441391264154122,1.0418570921787969,0.8702663550679351,17,0
91,Service 594,Maschine 478,1.093031013840046,1.0459350789024862,1.0195602347960178,1.0061581035980285,0.9470522655356672,1.08106772168981,14,0
92,Service 594,Maschine 826,1.0548848538301432,1.1886251946005837,1.1002691707805887,1.1135497576789104,1.054964097475594,0.8776803182142995,8,0
93,Service 116,Maschine 118,1.1559588463883128,1.1003706342060056,1.033756355175704,1.0745221110008285,0.9035483978272488,0.9762152225936228,17,0
94,Service 116,Maschine 68,1.1021990714757828,1.1441471083674224,0.8912403338137198,1.043951022564515,1.0178395168373249,1.044457661226442,1,0
95,Service 968,Maschine 525,1.1786963631584468,1.1451982024342884,0.8499897525964363,1.11309508728412,0.8739945766027151,1.0783692301750034,7,9
96,Service 605,Maschine 437,0.926482012526442,0.9350213158644416,0.9919886764349696,1.0884459027747295,1.0225467839077371,1.2511329992192852,10,0
97,Service 605,Maschine 459,1.358354022503657,1.1680223718547702,0.9802314442880758,0.913965699626499,1.1881296798154923,1.186463855531873,8,0
98,Service 605,Maschine 243,1.1709649376940514,1.056084896218628,1.0249467066574611,1.023806835578545,1.0226959254275498,0.9392344220874116,2,0
99,Service 393,Maschine 437,1.126159895105073,0.991113320111208,1.1134235588683852,1.0003748496300602,0.9381883694989752,0.9350565630195572,10,4
100,Service 393,Maschine 204,0.963858589846528,1.145327039705146,1.1655953046270895,1.1636021869168285,1.0080951223568972,0.8801507482612622,3,4
101,Service 141,Maschine 437,1.2043127210535385,1.0559903989857982,1.0004251524963186,1.0765673051991216,0.7092574780700615,1.174792290582137,10,0
102,Service 511,Maschine 437,1.240961396700845,1.0895232448894097,0.9881302207096028,0.9656341838496252,0.9408698558673568,1.0309406607674327,10,0
103,Service 511,Maschine 764,1.02928793913993,1.2400442896790194,1.035142285341843,1.1303921910723695,0.8121568859103045,0.8907580376685511,3,0
104,Service 511,Maschine 372,1.0106225285663122,1.2038209277608498,1.0076216115135432,0.8855471709044526,0.9791119847618558,1.0672321088176628,16,0
105,Service 923,Maschine 437,1.1015130931012365,1.0810252949500154,1.0275302879687542,0.890251769199608,0.8521783013999202,1.0492407923318947,10,0
106,Service 923,Maschine 778,0.943530342039458,1.053413432755628,0.8162830696606905,1.0610120764208613,1.1383600853052516,0.8810434271464911,1,0
107,Service 365,Maschine 554,1.1903994725914178,1.0922124881959343,1.0417156088623296,0.91833655131517,1.0870587423452611,1.0519634225472934,18,0
108,Service 365,Maschine 385,1.1259570637623288,1.04599180688763,0.9607492373630192,0.8182840044496748,0.891417199527009,0.8824699765817281,14,0
109,Service 545,Maschine 554,0.906438967351707,1.1461384526570204,1.04368811643212,1.2805124811244664,1.0625472730256225,0.9306415611513522,18,0
110,Service 545,Maschine 925,1.1577574482149284,1.0764609732037262,0.9908379316363808,1.0509426960188544,0.947543111658363,0.9117593569373726,1,0
111,Service 610,Maschine 47,1.2312785557586154,0.9208975105769136,0.9296433819032512,0.9978277945095244,0.8761925565080855,0.7517733925756515,15,3
112,Service 669,Maschine 488,1.0223402302236353,1.2263896902629576,1.0231067325832526,1.1152387665677146,0.9339026943016792,0.9992536887023792,0,0
113,Service 669,Maschine 696,1.1260914022526776,1.2355634454506086,0.8460662201732988,1.0318135669060182,0.9226253225178512,1.0102904605642535,1,0
114,Service 701,Maschine 488,1.142276657563542,1.0218475380634835,1.0517502863536816,1.0750149931702044,0.9689619652419746,1.1033766558438365,0,0
115,Service 701,Maschine 579,1.1528915365836792,1.0185213929599712,0.7583482787206959,0.8319169175439226,0.8486722498498965,1.140735526010598,18,0
116,Service 701,Maschine 851,1.0308972175543667,1.2628656350943166,0.7605331908042101,0.8498014494689782,1.0280945456607515,0.982967201520488,11,0
117,Service 931,Maschine 488,1.0015196927548065,1.1755251543796337,1.0016431395128222,1.1120283685641006,1.1360370466846967,1.088105267761035,0,0
118,Service 931,Maschine 528,1.053809563174385,1.147278278968975,0.9398800251910102,0.9163044880221496,1.0580428693063533,1.0697943061872124,1,0
119,Service 229,Maschine 363,1.1312991676923727,1.1081726121268527,0.9010341658252036,0.9298115394921288,0.9585634891372457,1.09280211742125,15,0
120,Service 229,Maschine 195,1.278537042240813,1.0944880147179954,0.9291891185191712,0.7963961928635634,0.941072784085158,0.9965844105989228,13,0
121,Service 229,Maschine 419,1.0454366964865878,1.1719154312144726,1.0285321510925534,0.8947511583185663,0.8072330992679873,0.917081145483156,15,0
122,Service 560,Maschine 363,1.0191267318428696,1.145890598498144,1.010875455163245,0.9813228430945647,0.8807272519511237,0.8203427426019222,15,10
123,Service 560,Maschine 975,1.08504756504151,1.0341925188758552,1.0548357884075488,1.0201451560361798,1.0529777825573916,1.1766568158421074,17,10
124,Service 560,Maschine 161,1.0373534086282703,1.1360289273387636,1.114863657035062,0.9395348700998832,0.9955946779151384,0.965330170673636,7,10
125,Service 560,Maschine 861,1.1649534533475092,1.071465733535858,0.8517742210185786,0.9441710990643902,1.0819273950923296,0.9178619151714422,2,10
126,Service 921,Maschine 363,1.165313418100181,1.120040418385342,0.9760154512221816,1.0736735262956003,1.0000677288468658,1.1183486623991057,15,2
127,Service 80,Maschine 276,1.1457884419720528,1.0719405652888536,1.199412768406081,1.1080990208294867,0.9683948110824424,1.00973090398453,15,0
128,Service 856,Maschine 276,1.1404484373713135,1.2360603636824656,1.099168634332614,1.0548467275662905,0.881080100850359,1.0357025606361037,15,4
129,Service 856,Maschine 699,0.9178207523761488,1.170901758656279,1.1830349222907874,1.1705848739859717,0.8386846284268654,0.9084687124173872,1,4
130,Service 856,Maschine 767,1.2294110442772923,1.1050402223556033,0.92638679496472,0.9161589955949502,0.9681176312672696,0.8615420054287175,18,4
131,Service 856,Maschine 840,1.024650471464106,1.1530841855282628,0.943574279321522,0.8860708917472696,1.0256855636116065,0.9809225329862792,0,4
132,Service 856,Maschine 883,1.0710143557113014,1.1626828722811058,0.9568003470964797,0.8196515018692488,0.8928460373055944,0.9386429145454632,10,4
133,Service 856,Maschine 185,1.1302978159595285,0.965375667381587,1.0401276468365934,1.130972655372466,1.0576933736890164,0.7605919840451505,17,4
134,Service 640,Maschine 276,1.0555660831836269,1.063979947575153,1.0661400735126452,1.0113026250831272,0.9895052566151816,1.155704764539307,15,0
135,Service 640,Maschine 779,1.154372602840027,1.0061465408837738,1.0782469496404858,1.0343129258735515,1.168477307360126,1.0477991477856887,11,0
136,Service 640,Maschine 399,1.2760611701964986,1.115068770229447,1.11090979620182,0.9494678925987128,1.182577900573321,1.0953185398407954,1,0
137,Service 410,Maschine 787,1.2034903874918876,1.067844498394293,1.0097222712401408,1.0063328970660832,1.0167166563468368,0.9594075737869616,17,0
138,Service 410,Maschine 828,1.0512402843995403,1.0017045335858763,1.031486252032853,0.99980144587497,1.117219589982737,1.0292043450978667,18,0
139,Service 500,Maschine 787,1.212195856680026,1.413289270558208,1.0605494888648042,1.1072778084242665,1.0436027563907209,1.077742356767546,17,0
140,Service 500,Maschine 724,0.9843279005625648,0.9445055102507468,1.0914060146749698,0.9933292876446904,0.941615611748304,1.2095179640161584,18,0
141,Service 500,Maschine 309,0.9563268887323064,1.134692816481942,0.9095729489100856,1.0125843060990056,0.9844575237784908,1.0439620532860017,10,0
142,Service 165,Maschine 787,0.9721786448533452,0.9245316465725866,1.0423648513568702,1.0431433660078515,0.9542802797376628,1.0374959182185068,17,0
143,Service 165,Maschine 285,1.1526156807744687,1.1987537986136396,0.8588801348670594,0.9224069169655702,0.944233778140298,0.914941979494226,18,0
144,Service 165,Maschine 283,1.0921139115104186,1.036994454198659,0.8985879414419949,1.099126656814526,0.8810051699810932,1.032106476554434,11,0
145,Service 11,Maschine 88,1.0853213722788206,1.031673895631852,0.7792700343932115,1.0097906943055388,1.0473544084303232,0.8779250789596362,7,6
146,Service 41,Maschine 178,1.1497052449862777,1.2251945686873134,1.2463960950195083,1.063509061711199,1.1805829848705034,0.9889204023162096,7,13
147,Service 41,Maschine 831,0.9375616524486218,1.1608988260172337,0.8965093226094147,1.1149347764673856,0.9776684741887386,1.0625965472191508,10,13
148,Service 815,Maschine 274,1.2043655239357478,1.0955959204067371,1.0965808761449265,0.936189961903332,1.0842020929121856,0.9612603144708016,17,0
149,Service 867,Maschine 274,1.242327366291738,0.9772326762429842,0.9240702816853332,0.9712645822452634,0.9650979899066684,1.0348941090671695,17,3
150,Service 867,Maschine 565,0.9641975725010709,1.2482344015763378,0.9986534119803908,0.9134731950871022,0.913715576752282,1.1514578140327385,3,3
151,Service 867,Maschine 114,1.071317999042717,1.165222399939612,0.9501471226335366,0.9281885899240314,1.0912714367577792,1.1932308805489409,11,3
152,Service 581,Maschine 831,1.1370853778813104,1.2264140415013167,0.8906920196316751,1.0540846740448049,1.0843373142390944,1.2211384115377704,10,0
153,Service 940,Maschine 831,1.1334670527997943,1.2521162358604778,0.9776707918964326,1.0334491527773189,0.9397088579351476,1.0813731471990096,10,0
154,Service 940,Maschine 67,1.0608694755067456,1.193068880955397,0.9614199733788056,0.9359093562218924,1.131034387787638,1.0941775715983029,11,0
155,Service 274,Maschine 335,1.1497552808409874,1.1924799291514672,0.9481858474430556,0.9159903693672669,0.8303407484002907,1.2370332095496253,14,6
156,Service 317,Maschine 335,1.1511963684170363,1.035663113582623,0.8686065015008427,0.9677839080414092,1.1487808411931226,1.1982803658730177,14,0
157,Service 75,Maschine 559,1.14430310213944,0.95944223474045,1.004651704400217,0.8932149677337042,1.064510329682648,0.9819666622936348,10,0
158,Service 75,Maschine 496,1.1775769106201068,1.2318493821756642,0.991927643556056,1.03041383907425,0.968970234126134,1.0399735052032455,1,0
159,Service 801,Maschine 559,1.0917733881327851,1.0402868114271822,0.97079675794304,0.7519766014397541,1.0222788663383695,0.9275581722962732,10,0
160,Service 291,Maschine 559,1.006851624638236,1.031299498030755,1.0344067217435344,0.859228038400136,1.0697397856115074,1.0112223006393175,10,0
161,Service 413,Maschine 691,1.1719960940556358,0.9612342231019798,0.8492867834390561,1.1514557939896477,0.9190349694127334,1.0366925373439717,7,0
162,Service 413,Maschine 179,1.1777989272090452,0.9081564847963798,1.0514337045013649,0.8606354169948471,0.9918779326301764,0.9793580510425212,7,0
163,Service 641,Maschine 691,1.1631245788574327,1.1646632803713397,0.940157007663802,1.019482586734536,0.7704957661483528,0.9877230523301812,7,3
164,Service 641,Maschine 854,1.1672572922599078,1.0718621131903765,1.0810430159437705,0.7999190403965121,0.9007454227334056,0.9566517545648476,0,3
165,Service 171,Maschine 691,1.1806593187896406,1.065749487533412,1.019921699250255,1.067979870562493,0.9417601135849564,1.068353532576536,7,3
166,Service 171,Maschine 896,1.1604305384631457,0.9967537103617724,0.9123783479631384,1.0458094756944956,0.9722156397191136,0.9631299278154604,16,3
167,Service 171,Maschine 918,1.165080839525188,1.040689660401219,0.9861706891918304,1.1735515730240798,0.9558222032989232,1.0826176288450822,13,3
168,Service 68,Maschine 946,1.1337805729728163,1.2796331507259475,1.038749132954176,1.0054074668930544,1.1138936372266903,0.8414803962685906,3,0
169,Service 68,Maschine 75,1.310559216352782,1.0707119708104136,1.18340438944053,1.0721670357445043,1.037245827412579,0.8600147958691767,10,0
170,Service 539,Maschine 866,0.9679298986962706,0.8300191026957087,1.1530292205436754,0.969443230277888,0.991919925291338,0.8360736267248644,13,2
171,Service 539,Maschine 150,1.1242125779913934,1.285299534031776,0.9083495283276088,1.0880404894401572,1.1429545406110844,0.9994636027641324,0,2
172,Service 539,Maschine 808,1.0943255697325054,1.0204699361959149,1.0104718836964337,1.0849836867238312,1.0832792904783033,1.0057606437879838,10,2
173,Service 539,Maschine 740,1.1358903819597774,1.1788374392931922,0.940367448408832,0.7584931590221569,0.9322951090474492,1.0746489010692235,15,2
174,Service 771,Maschine 991,1.19245793585035,1.0495096748739423,1.0422127063131823,0.8746109439674344,1.0949784701593124,0.8692485158442469,8,14
175,Service 771,Maschine 106,1.19050848060212,1.1149483304758463,1.0245321106553094,0.8507211128596783,1.1187313449942926,1.1050739470770596,11,14
176,Service 804,Maschine 383,1.110411561922308,1.1828492100523404,0.9047493549473248,1.0161469889713997,1.0106346936891255,0.9162840867675494,11,0
177,Service 809,Maschine 189,1.0912407121750765,1.178924604449621,1.2886408453478142,0.797394773962134,0.9836720865980088,1.0136555106569545,1,1
178,Service 809,Maschine 199,1.1233094405840662,0.8608841592302618,0.8680532184860654,1.0496678832352082,0.9823626440573432,0.884253497025577,19,1
179,Service 809,Maschine 374,0.8953190805820952,1.1599992917912887,0.9002322763355485,1.0038812665487544,1.1860205849850558,1.075531801057004,17,1
180,Service 824,Maschine 810,1.0391203236371902,1.067425577256636,0.9108137389024552,1.0978936166557849,0.8420740652237607,0.9703364394128248,3,0
181,Service 956,Maschine 810,1.1670444223629122,1.157778770406408,1.0591014249104171,0.9838413598371124,0.8324749365354562,1.029350553561593,3,0
182,Service 956,Maschine 171,0.9667180161156164,1.2006234824494164,0.9690012713585172,1.001893434978898,0.9816728263533804,0.8993268805800144,8,0
183,Service 245,Maschine 896,1.1550088401841023,1.1130872193157688,1.0845715745058546,1.0197988235006707,1.042938699935032,0.9406306748629628,16,2
184,Service 745,Maschine 496,1.050892911152296,1.0709644598921018,1.1421153811987763,1.0290022918698851,0.9305998660390186,0.816768239565387,1,0
185,Service 745,Maschine 569,1.1276761523636432,0.9381453502627576,0.9438882832016284,0.9994259844543784,0.9731570444415316,1.0599477489563365,2,0
186,Service 52,Maschine 813,1.169891512483058,0.9278843568266126,0.9993559255743016,0.9447868593545178,0.9725698588346132,1.0526433824225367,13,0
187,Service 962,Maschine 813,1.0485914365485742,1.0053410251759174,1.0494651609025658,1.1424752948286077,0.8909846234428773,0.8501122913308417,13,0
188,Service 904,Maschine 813,1.2646503616927802,1.0317414071767466,1.1085889122556432,1.0803941402182518,0.951905421765451,1.0417920525203794,13,0
189,Service 904,Maschine 144,0.9514186819197034,0.8695183120557566,0.942711176342086,0.9325446817155154,1.0607801095304932,1.1691432539655222,7,0
190,Service 904,Maschine 448,1.1270637282257556,1.1128987866076698,1.0701215708739724,0.9081452164705384,1.1413155106876172,0.8038012463268893,15,0
191,Service 226,Maschine 813,1.205252079975872,0.9495613520645152,1.0152852386669784,0.9707786936996384,1.027789633933596,0.9127291960394112,13,0
192,Service 886,Maschine 741,1.0247896936701155,0.9747666550102512,0.8922417954359493,0.853367681108008,1.0769056350062518,0.785148191644795,1,0
193,Service 886,Maschine 173,0.96332627401787,1.1721517396402326,0.793943432138807,1.2219353233727424,0.999843977921364,0.9552179976945824,3,0
194,Service 657,Maschine 834,0.9545605205407792,0.9558661314905664,1.0610255467388383,0.9126507025045414,1.038479823580166,0.9606796611085864,0,0
